symbol,open,high,low,ltP,ptsC,per,trdVol,trdVolM,ntP,mVal,wkhi,wklo,wkhicm_adj,wklocm_adj,xDt,cAct,previousClose,dayEndClose,iislPtsChange,iislPercChange,yPC,mPC
CHOLAHLDNG,549.00,552.60,536.00,539.05,-10.50,-1.91,0.11,0.01,0.60,0.01,697.50,516.00,.00,.00,31-DEC-2999,-,549.55,-,-10.50,-1.91,-15.01,-7.47
POLYPLEX,"1,266.00","1,269.40","1,236.15","1,238.65",-25.05,-1.98,0.35,0.03,4.32,0.04,"2,870.20","1,214.00",318.95,125.00,24-FEB-2023,INTERIM DIVIDEND - RS  30 PER SHARE,"1,263.70",-,-25.05,-1.98,-45.88,-16.72
RELAXO,830.05,832.60,811.00,812.65,-16.60,-2.00,0.24,0.02,1.96,0.02,"1,179.15",748.00,548.90,169.05,31-DEC-2999,-,829.25,-,-16.60,-2.00,-22.81,2.89
TRENT,"1,345.00","1,345.00","1,308.35","1,317.10",-28.05,-2.09,1.67,0.17,22.05,0.22,"1,551.70",982.85,"1,575.90",950.00,31-DEC-2999,-,"1,345.15",-,-28.05,-2.09,1.30,-1.57
AWL,428.55,428.55,406.50,412.50,-8.80,-2.09,16.92,1.69,70.45,0.70,878.00,327.25,.00,.00,31-DEC-2999,-,421.30,-,-8.80,-2.09,3.84,0.40
UFLEX,365.30,366.10,352.55,355.45,-7.75,-2.13,1.80,0.18,6.43,0.06,811.00,338.00,177.70,60.35,31-DEC-2999,-,363.20,-,-7.75,-2.13,-40.23,-25.59
ASAHIINDIA,468.00,468.00,456.55,457.60,-10.60,-2.26,0.14,0.01,0.66,0.01,694.00,381.00,135.70,40.15,31-DEC-2999,-,468.20,-,-10.60,-2.26,8.22,-8.09
ABSLAMC,347.55,354.15,346.00,347.45,-3.45,-0.98,1.07,0.11,3.73,0.04,560.00,346.00,.00,.00,24-MAR-2023,INTERIM DIVIDEND - RS 5 PER SHARE,355.90,-,-3.45,-0.98,-31.35,-13.10
OLECTRA,659.00,669.00,631.50,639.20,-16.05,-2.45,6.34,0.63,41.26,0.41,743.35,374.10,.00,.00,31-DEC-2999,-,655.25,-,-16.05,-2.45,-0.75,60.20
SPARC,179.00,181.20,175.30,176.95,-4.50,-2.48,15.35,1.53,27.35,0.27,309.05,162.10,218.65,143.75,31-DEC-2999,-,181.45,-,-4.50,-2.48,-38.78,-9.44
JSWENERGY,247.95,249.45,239.10,241.80,-6.15,-2.48,4.01,0.40,9.77,0.10,369.00,182.05,97.40,39.85,31-DEC-2999,-,247.95,-,-6.15,-2.48,-4.60,8.16
UTIAMC,674.00,688.00,670.60,673.00,-17.70,-2.56,1.29,0.13,8.73,0.09,"1,025.95",595.00,.00,.00,31-DEC-2999,-,690.70,-,-17.70,-2.56,-31.12,-0.30
AUBANK,570.00,570.20,548.00,554.35,-15.30,-2.69,10.69,1.07,59.30,0.59,732.98,539.00,.00,.00,31-DEC-2999,-,569.65,-,-15.30,-2.69,-55.14,-8.39
ECLERX,"1,365.00","1,365.00","1,316.00","1,318.20",-37.00,-2.73,0.53,0.05,7.13,0.07,"1,702.57","1,221.00","1,445.00","1,007.15",26-DEC-2022,BUY BACK,"1,355.20",-,-37.00,-2.73,-44.15,-9.51
AJANTPHARM,"1,140.40","1,199.00","1,131.70","1,195.95",-33.95,-2.76,1.75,0.17,20.56,0.21,"2,010.00","1,111.60","2,526.95",776.65,24-MAR-2023,BUY BACK,"1,229.90",-,-33.95,-2.76,-38.79,-1.94
KRBL,359.90,359.90,344.50,346.55,-10.00,-2.80,1.24,0.12,4.33,0.04,445.00,196.50,107.40,30.10,31-DEC-2999,-,356.55,-,-10.00,-2.80,65.81,-4.35
SAIL,85.05,85.05,82.70,83.45,-1.40,-1.65,102.71,10.27,85.81,0.86,112.35,63.60,112.95,54.05,24-MAR-2023,INTERIM DIVIDEND - RE 1 PER SHARE,85.85,-,-1.40,-1.65,-19.06,-4.25
BCG,19.40,19.60,18.60,18.90,-0.55,-2.83,101.09,10.11,19.20,0.19,108.75,16.90,.00,.00,31-DEC-2999,-,19.45,-,-0.55,-2.83,-76.94,-22.70
JKLAKSHMI,732.05,735.60,712.95,715.55,-21.90,-2.97,0.71,0.07,5.15,0.05,896.90,366.25,426.25,63.50,31-DEC-2999,-,737.45,-,-21.90,-2.97,72.07,-4.34
EQUITASBNK,65.10,65.50,62.40,62.80,-2.00,-3.09,18.52,1.85,11.77,0.12,77.90,37.45,.00,.00,31-DEC-2999,-,64.80,-,-2.00,-3.09,16.95,-0.40
JINDALSTEL,557.95,557.95,535.00,539.05,-18.15,-3.26,14.69,1.47,79.89,0.80,622.75,304.20,351.00,127.70,31-DEC-2999,-,557.20,-,-18.15,-3.26,5.53,-8.53
EASEMYTRIP,42.50,42.80,40.90,41.05,-1.40,-3.30,43.45,4.35,18.11,0.18,476.50,40.90,.00,.00,31-DEC-2999,-,42.45,-,-1.40,-3.30,-88.30,-15.27
IBREALEST,54.55,54.60,52.50,52.80,-1.85,-3.39,25.04,2.50,13.38,0.13,120.90,50.70,109.80,45.10,31-DEC-2999,-,54.65,-,-1.85,-3.39,-49.33,-2.67
HIKAL,305.90,305.90,294.30,295.75,-11.50,-3.74,3.26,0.33,9.72,0.10,456.00,212.00,785.00,433.10,14-FEB-2023,INTERIM DIVIDEND - RE 0.60 PER SHARE,307.25,-,-11.50,-3.74,-24.97,-3.37
MEDPLUS,707.75,708.35,673.50,685.25,-27.60,-3.87,0.76,0.08,5.23,0.05,"1,049.00",548.25,.00,.00,31-DEC-2999,-,712.85,-,-27.60,-3.87,-29.22,12.53
ABCAPITAL,152.80,152.80,145.75,147.80,-6.35,-4.12,33.94,3.39,50.28,0.50,162.45,85.60,.00,.00,31-DEC-2999,-,154.15,-,-6.35,-4.12,35.10,3.32
CAMPUS,351.00,355.00,337.60,343.50,-26.80,-7.24,313.59,31.36,"1,088.22",10.88,639.30,297.10,.00,.00,31-DEC-2999,-,370.30,-,-26.80,-7.24,-,-
